#TYPE Selected.System.Management.Automation.PSCustomObject
"ReviewId","RecipeId","AuthorId","AuthorName","Rating","Review","DateSubmitted","DateModified","Likes"
"202","92","576","canarygirl","5","WOW!  These are so easy and soooo tasty!  I made them for my sister's bridal shower, and I'm fighting the hands off--hoping there'll still be some left for the party!!  The cayenne pepper is very subtle, and a little sneaky (you don't feel it until after a few nuts).  I would recommend baking them on parchment paper, because I did have a little trouble getting them off the cookie sheet after cooling, but maybe I didn't grease the pan well enough.  Thanks for a super recipe Lennie!  I am planning to make lots of these for gifts this year.","2002-09-15T18:26:06Z","2002-09-15T18:26:06Z",""
"203","344","611","Dreamgoddess","4","When I make this again, I'll probably brown the meat and onion then put it all in the crockpot to cook.  Later I can make the biscuit crust and bake it in the oven.  Overall, a good recipe.","2002-09-15T18:32:34Z","2002-09-15T18:32:34Z",""
"204","160","290","KeyWee","5","I hesitate to try any new rib recipe as my husband is extremely finicky when it comes to his ribs!  Well, these met with his seal of approval, so thank you so much for posting.  I followed the recipe exactly, except to use two racks of baby back pork ribs that I had on hand.  Tender, moist, flavorful and delicious!","2002-09-16T19:20:59Z","2002-09-16T19:20:59Z",""
"205","56","434","Karen..","5","Yum, Yum and Yum!!!  Served on Italian rolls with fries and a salad.  Super easy and I like how the sausage gets sliced and put back on the heat...at least you don't have to guess when it is done.  Thanks!","2002-09-20T17:18:04Z","2002-09-20T17:18:04Z",""
"206","55","670","Gregg Drew","5","Quick and easy to make, tastes great...I've never made Hummus before and was given rave reviews from my dinner guests.  Ended up passing the recipe on to them.  Thanks for the recipe.","2002-09-20T17:25:34Z","2002-09-20T17:25:34Z",""
"207","173","286","Caryn","5","Wow, these were wonderful chewy fudgy brownies topped with a nice chocolate frosting.  The recipe was easy to follow (one bowl cleanup), and only takes 25 minutes in the oven to produce a great dessert.  I mixed up the frosting as soon as the brownies came out of the oven, and frosted the brownies while they were hot.  Cooled the brownies in the refrigerator, and we had dessert.  Thanks for another great recipe Inez!    [Note: a toothpick won't come out clean after 25 minutes of baking because these a fudgy brownies.]","2002-09-20T17:32:37Z","2002-09-20T17:32:37Z",""
"208","291","441","PalatablePastime","5","This had a nice spicy flavor and the taste of the chiles went well with the eggplant. I liked the level of hotness for myself, and would even go more, but those who are timid with heat should watch this area closely. I only used about 1/4 as much oil to cook the eggplant, and added water to finish the cooking on it, and didn't notice any difference, but got the lower-fat benefit. Overall, this was a very good dish! Thanks!","2002-09-23T17:28:57Z","2002-09-23T17:28:57Z",""
"209","363","544","jan007","5","Cajun caught my eye! Had a garden full of tomatoes so tried this. Followed the recipe then stuffed it all into tomato halves. Wondwerful.","2002-09-23T17:36:19Z","2002-09-23T17:36:19Z",""
"210","185","699","PetsRus","5","Made the onions, left them to marinate for a week, served them with almost any type of food, a second jar is in the making!!","2002-09-24T19:47:26Z","2002-09-24T19:47:26Z",""
"211","357","532","Merlot","5","What a great dip!  I love the addition of the the deviled ham.  This made a very tasty dip and so easy to make.  I served it with assorted crackers and my guests absolutely loved it.  Thanks, Renegade for sharing this.  :-)","2002-09-24T19:58:05Z","2002-09-24T19:58:05Z",""
"212","365","610","dona mccartney","5","This recipe was very easy & tasty. My husband ate 2 bowls for dinner & then took 2 more bowls to eat for lunch at work the next day. This soup did not set around long at all.","2002-09-25T19:55:48Z","2002-09-25T19:55:48Z",""
"213","185","250","Manda","5","These are sooo yummy on BBQ pork sandwiches! I also put them on my turkey sandwiches for lunch, and it's just AWESOME!! And, yes, I must admit..I am guilty of eating them straight from the container:) I also added a clove or two of minced fresh garlic (can't get enough)!! Definite keeper in my book!! Thanks so much for the great recipe!
~Manda","2002-09-26T17:10:46Z","2002-09-26T17:10:46Z",""
"214","136","759","Amanda G.","4","This was easy to prepare and tasted very good!  I used frozen boneless breasts and added 1/4 cup peanut butter.  We ate it over plain white rice but it would also be good over noodles.  Great recipe for a busy week night!","2002-09-26T18:27:34Z","2002-09-26T18:27:34Z",""
"215","295","526","princess buttercup","5","These were awesome!  Made plain old hot dogs zippy and tangy!  I added more onions and a bit more sugar. mmmm.....Thanks!","2002-09-27T16:45:37Z","2002-09-27T16:45:37Z",""
"216","153","643","Jo in Arlington","3","I tried this recipe yesterday. I didn't agree with the cooking time. No way near 20 minutes @ 350! For teaspoonful size cookie max was 10 minutes -- and this made a very small cookie. I use cookie dough scoops and the tsp size made just a small ""pop in the mouth"" size cookie. For the 2nd batch I used a Tblsp size scoop and increase time to 11 minutes. This gave much more flavorful cookie and a decent size. You need a larger cookie to really taste the ingredients. It's not a sweet tasting cookie but still a nice flavored applesauce cookie.  I used craisins instead of raisins.
","2002-09-28T06:28:19Z","2002-09-28T06:28:19Z",""
"217","317","752","Fandoos","5","Absolutely fabulous-oooo! I made this exactly, except I ran outta red bell peppers, so used green instead. Not a big difference. I also thought the quantity of veggies listed was way to little for the amount of chicken, so I added like 4 times as much! Cuz when u stir fry the vegetables, they soften and shrink up. I served this w/lots of lemon juice on top, rolled up in Arabic bread. My hubbie liked 'em so much, he insisted on eating these sandwiches for lunch as well as dinner. Nice, easy, and low caloried lunch! What more could u ask for! Thanks!","2002-09-29T16:14:53Z","2002-09-29T16:14:53Z",""
"218","285","318","Bobbie Brown","4","It tasted great. Getting the hole was alittle hard to do. ","2002-09-29T16:57:18Z","2002-09-29T16:57:18Z",""
"219","157","36","Bergy","5","Yooper this is a great tasty recipe I did make a couple of changes just to cut back on calories a bit without taking away from your recipe  I added the pearl onions as you suggested (steamed 3 minutes, used the broccoli (steamed 3 minutes) and added sliced carrots (steamed 4 minutes. Cut the cream cheese by 2 oz. I used regular cream cheese not low fat.  For the crumbs I used Ritz crackers  but I didn't slip any Ritz under the casserole only on top. I'll make this recipe again - All my veggies in one dish, great Thanks","2002-09-30T07:12:06Z","2002-09-30T07:12:06Z",""
"220","163","261","HeatherFeather","4","I thought this was a very tasty sauce.  It was very easy to prepare - just whirl a few ingredients in the food processor and you are done.  My family wasn't wild about it - they found the garlic a bit too raw tasting and could use some additional seasonings, especially salt.  I, however, thought it was quite tasty and would make it again.  I would, however, prefer to use roasted garlic and grind up some of the basil into the sauce itself next time, as well as adding some salt.","2002-09-30T09:12:03Z","2002-09-30T09:12:03Z",""
"221","373","110","Anu_N","4","Maybe my coffee wasn't strong enough, because this was more like hot cocoa than cafe au lait. Still, it makes a wonderful, heartwarming drink and I thoroughly enjoyed it even though the weather's terribly hot here :-) I halved this recipe, so I put the cocoa and sugar directly into my coffee cup. Next time I'll try this with a little less cocoa, and stronger coffee!","2002-10-01T04:23:41Z","2002-10-01T04:23:41Z",""
"222","339","253","L DJ3309","5","I love granola and this is really good, like all the high fiber cereals. I made a batch with regular honey. Then I made a batch with buckwheat honey. Wonderful.  ","2002-10-03T01:47:41Z","2002-10-03T01:47:41Z",""
"223","208","441","PalatablePastime","4","These sandwiches were easy to make and quite tasty! The tempeh had a firm texture similar to veggie burgers with a slight nutty taste. The sauce for these gave an Oriental taste that was not very spicy but was definitely flavorful. I used 8 oz. tempeh in this recipe, and it made 4 sandwiches. I can't see one person comfortably eating 8 ounces of tempeh on one sandwich. I might like to try this with some cooked ramen sometime (instead of on a sandwich) for a quick and easy lunch. Thanks for a nice recipe!","2002-10-05T09:30:16Z","2002-10-05T09:30:16Z",""
"224","219","601","Amy020","4","Very easy and tasty! Gravy was delicious too.","2002-10-05T14:02:46Z","2002-10-05T14:02:46Z",""
"225","273","484","Sunflower","5","My husband and I loved your macaroni salad. I used half Hellman's and half Miracle Whip. Added a little salt and pepper and it tasted delicious. I served this with grilled chicken and gilled corn. Your salad was the perfect side dish. Thanks so much.","2002-10-05T22:29:24Z","2002-10-05T22:29:24Z",""
"226","159","286","Caryn","5","Wonderful, luscious, buttery cookies!  I normally avoid making roll-out cookies because they are time-consuming.  This recipe was extremely easy to put together (I have a stand-up mixer and didn't even have to add the flour by hand), and as stated in the recipe, there is absolutely no chilling necessary.  The dough was easy to roll-out, and the dough did not stick to my metal cookie cutter.  I was able to make 24 - 26 pumpkin cookies (Wilton pumpkin cookie cutter).  Make sure you don't roll your dough any thinner than 1/8-inch or they will be very thin.  I recommend using a hot cookie sheet with your very first batch of cookies - I started with a cold cookie sheet and my first batch was much flatter than the rest of my batches (and not as pretty).  Frosted these wonderful cookies with [recipe=19649]Cookie Frosting[/recipe].  Thanks for a great recipe!  ","2002-10-06T14:30:34Z","2002-10-06T14:30:34Z","""9373"""
"227","368","774","Belle Vix","4","This was so nice.  My boyfriend made it when it was his turn to cook, and he likes chillies more than me (and he didn't deseed them), so it was a little on the hot side, but it was so lovely and creamy.  We used trout fillets instead, but it was really really lovely.  I'm making it next time, without the chilli seeds though!!
Thank you :o)","2002-10-07T04:05:43Z","2002-10-07T04:05:43Z",""
"228","387","796","Phaedra","0","Just a thought..I am now going to try some lower fat items..the saturated fat is too high for our needs but the recipe as it stands is delicious!  I will use egg beaters, soy station cheese, (which is really good!)and morningstar breakfast patties crumbled..it will reduce the calories greatly and more than that, reduce the high fat content! I will come back with a ""way to go!"" What I mean is that for those of us who must find our own way sometimes, this is a great recipe!","2002-10-09T23:28:56Z","2002-10-09T23:28:56Z",""
"229","92","718","Sandy Kay","5","Made these this morning and they were great.  The flavor really has a kick and yet they were sweet.  Loved them.","2002-10-13T12:40:00Z","2002-10-13T12:40:00Z",""
"230","365","48","Miss Annie","5","Great Sunday night supper.  The flavor is robust and hearty.  Tasted like I spent hours in the kitchen.  It was super easy to make, and I was looking for a quick, tasty, hearty soup.  Thanks, Beaner, for posting this keeper.","2002-10-13T15:29:12Z","2002-10-13T15:29:12Z",""
"231","263","41","Derf2440","5","Excellant pork chops Kari!! I just did 2 pork chops, quite big though. Instead of the cayenne pepper I used the Cajun seasoning and doubled it.
Cut back just slightly on the green pepper, onions, and the soy sauce, but used 2 cloves of smashed garlic. These were exceptional, nicely finished with the pinapple chunks and the wine added wonderfully to the combination of flavours.
These will be a regular in our house, thanks for sharing.","2002-10-13T19:25:20Z","2002-10-13T19:25:20Z",""
"232","125","524","Manuela","4","I used yogurt+milk to substitute buttermilk because i can't find it here where i live. The consisitency was goot yet too wet.
The flavour is very good
","2002-10-15T05:34:35Z","2002-10-15T05:34:35Z",""
"233","301","700","Anita Harris","5","Bertha, this was ""very"" good and simple to make.  Since I am working on weight loss I substituted fat-free sweetened, condensed milk, fat-free Cool Whip and low-fat vanilla wafers and it didn't seem to alter the taste at all.  Even my husband who doesn't like anything low-fat or fat-free loved this dessert.  Thanks for a great recipe!
Anita Harris","2002-10-16T12:48:50Z","2002-10-16T12:48:50Z",""
"234","173","802","KitchenManiac","5","This is a great recipe...first one i have tried from recipezaar AND first thing i have ever baked!!  And it turned out great.  I did change one thing though...i halved the amt of chocolate for the brownie mixture, and i added mini chocolate hershey chip instead.  But it turned out really nice and chocolatey anyway.  GREAT STUFF! Thanks!","2002-10-18T02:39:10Z","2002-10-18T02:39:10Z",""
"235","96","597","Jim McVey","4","Easy and tastes even beter the next day","2002-10-19T16:56:52Z","2002-10-19T16:56:52Z",""
"236","159","719","Dasme","5","I made this with my 6 year-old daughter and we loved these cookies! This was an excellent recipe.  It was fairly simple and the cookies had just the right amount of sugar--not too sweet, not too bland.  The dough rolled out pretty well.  It made quite a bit more than 2 dozen for us though.  We used various sized cookie cutters. We will definitely make these again but next time we will ""paint"" them with eggwash and food coloring before we bake them.","2002-10-19T23:08:27Z","2002-10-19T23:08:27Z",""
"237","218","54","Mary Scheffert","5","Very good, very moist coffee cake.  I used fat free sour cream, and I think this would be good with any kind of fruit.  I will make it again!  -M :)","2002-10-20T09:34:18Z","2002-10-20T09:34:18Z",""
"238","394","19","Kim19068","5","My family rated this a 5 star. It was sooooo.... good. What I did was make my own crust and put it in a 9 by 13 pan then doubled up on the pie.","2002-10-20T17:53:03Z","2002-10-20T17:53:03Z",""
"239","366","83","Evie3234","4","Quick and tasty family meal.
I added the sauce mix to the cooked pasta and served in pasta bowls with garlic bread.
We had this on a Sunday evening after being out most of the day, love these quick and easy to prepare meals.","2002-10-21T08:50:17Z","2002-10-21T08:50:17Z",""
"240","287","826","Jennifer McElroy","4","Yummy!  My husband loved this and when I took the leftovers to work, all of my co-workers wanted the recipe.  It was easy,inexpensive, and tasty!","2002-10-22T14:19:33Z","2002-10-22T14:19:33Z",""
"241","156","58","Nancy Sneed","5","I made this as a food gift and everyone loved it!  Thank you so much for the recipe.  I'll certainly make it over and over again.  Nancy","2002-10-25T10:00:40Z","2002-10-25T10:00:40Z",""
"242","379","603","Yogi8","5","WOOHOOO!  This is some gooood stuff!  I just made it and tried it spread on a piece of ciabatta bread.  This definitely satisfies my craving for something spicy.  I have the feeling that as the flavors blend it may get even spicier, but I'm game!  I think I can use this sauce to spice up practically any dish.  Right now I'm thinking a spicy stir fry or even something Italian (oh, heck, I'll just go have another slice of bread with your chili sauce:^)  Thankyou, Honeybee, for a great, versatile sauce I'll try to always have on hand.  One more thing... may try reducing the salt next time (vinegar seems to do the job) because I am trying to limit our salt intake around here.","2002-10-26T15:26:14Z","2002-10-26T15:26:14Z",""
"243","368","143","Norahs Girl","5","This was lovely.I used Hake loins and served it with a almond rice pilaf.","2002-10-26T22:34:19Z","2002-10-26T22:34:19Z",""
"244","389","256","MizzNezz","5","YUM!! Liver And Onions is one of my favorite dishes. I can see why this was the most requested recipe! This is the best! The soaking tones down the strong taste of the liver. And the milk and breadcrumb coating is perfect! I didn't change a thing here. This is a great recipe! Thanks, Miss Annie, for another keeper!!","2002-10-27T14:09:48Z","2002-10-27T14:09:48Z",""
"245","160","340","Kate in Ontario","5","Excellent recipe.  I used Pepsi as I had it on hand, baby back ribs and my own barbecue sauce.  Great reviews from the family.  One of my sons said give it 6*'s.","2002-10-27T15:10:38Z","2002-10-27T15:10:38Z",""
"246","321","204","Michele7","5","And here I thought I was the only one who made these!  They taste wonderful, my kids always fought over them, but my husband's co-workers always thought they were decorations and not a cookie. He had to explain they were edible.   Everyone said they looked too pretty to eat.  These really set a cookie tray off to perfection at the holidays.    ","2002-10-28T12:28:43Z","2002-10-28T12:28:43Z",""
"247","85","434","Karen..","4","This is a tasty, dense cake.  I used VERY ripe bananas, but it did not turn out very sweet.  I would like it a bit sweeter, but the family liked it and it is a BIG cake.  Great for company or bake sales, as stated.  Thanks!","2002-10-28T13:48:38Z","2002-10-28T13:48:38Z",""
"248","193","849","Gregontario","5","i just bought this preasure cooker, your's is my first try.....thanks
greg
","2002-10-29T16:16:06Z","2002-10-29T16:16:06Z",""
"249","246","576","canarygirl","5","Can I only give this 5 stars??  This was so fast and easy to put together, and the flavor was FANTASTIC!  I threw in a few bean sprouts at the end, and served it with sriracha sauce.  The balance of flavors in this soup is incredible.  I have long been afraid to make pho (or lazy, I dunno), and now I have absolutely no reason to go through the trouble!  Thank you Sue, for another absolutely wonderful recipe!   ","2002-10-30T13:24:19Z","2002-10-30T13:24:19Z",""
"250","246","614","Peeps","5","I tried this soup over at Canary Girls house yesterday and it was by far one of the best soups I`ve ever tasted and I am a soup lover. This one went directly into my cookbook! Thanks Sue!","2002-10-31T14:20:57Z","2002-10-31T14:20:57Z",""
"251","219","560","busy mom","5","I had never cooked turkey in a crock pot before.  Now that is the ONLY way I will cook it.  It turned out so moist and juicy.  Mine usually turns out dry.  This was wonderful.  Thank you so much for the recipe.  NO MORE DRY TURKEY!!","2002-10-31T16:05:43Z","2002-10-31T16:05:43Z",""
"252","354","298","JustJanS","4","These were good spuds Yooper. I liked the flavour the oil (sent to me by Rise) gave to them and the fresh herby taste as well. I used a mix of basil, oregano and parsley from my garden. Leftovers were pretty good fried in bacon fat the next morning too!","2002-11-03T22:30:46Z","2002-11-03T22:30:46Z",""
"253","382","414","Miss Diggy","5","This was sooo easy!  Having never roasted a chicken before I was a little worried about how this would turn out, but it was super!  I used Thyme instead of sage, and it was so good.  I had guests over and they loved it too.  Said the chicken had nice flavor.  THANKS!","2002-11-03T22:36:47Z","2002-11-03T22:36:47Z",""
"254","201","763","evewitch","4","My family liked this, and it was a great way to serve cucumbers without adding sugar. I *did* get the suspicious question ""were cucumbers on sale?"", but I swear it wasn't a complaint <g>. I followed the recipe exactly. I even toasted the sesame seeds - well worth it.","2002-11-03T09:06:29Z","2002-11-03T09:06:29Z","""4474"""
"255","246","331","dale7793","5","Great tasting soup! I halved the recipe to serve 2 but used an 8 ounce chicken breast instead of the halved 4 ounce. I also used a 65 gram portion of noodles in the soup. Great flavour and textures. Next time I might increase the cilantro a bit because I love it!","2002-11-05T00:03:02Z","2002-11-05T00:03:02Z",""
"256","167","263","Tristanny","5","My husband and I are on a rotation calorie diet and we are watching our carbs.  I used this with a recipe called mahogany pork chops and a side of fresh green beans.  The meal was wonderful.  Low in calories...low in carbohydrates and very filling.  These wafers were delicious and really solved our craving for potatoes with the meal.","2002-11-08T07:21:27Z","2002-11-08T07:21:27Z",""
"257","211","860","Jangomango","5","Absolutely delicious and easy.   
The sauce is to die for.  It can blast the top of your mouth off if you use too much in the rollup, so start off gently.  I made it with fresh raspberries. 
The second time we did this we put sliced avocado in the center, so that it wouldn't get too hot (just because I don't like cooked avocado), and that was a great addition.  It would be very adaptable to a variety of fillings.","2002-11-08T13:33:52Z","2002-11-08T13:33:52Z",""
"258","388","252","Sandra Hyde","5","With just me to cook for, I had to rather reduce the quantities, but oohh, I like this way of eating potatoes.  Pittsburg is now on my list of 'towns to visit' next time I am in USA.  It wasn't difficult to make, and with the smalled quantity, took less time to cook.
Try it, I'm sure you'll enjoy it.","2002-11-09T07:54:11Z","2002-11-09T07:54:11Z",""
"259","159","280","Shari2","5","This was a very easy cookie recipe. I liked not having to wait for the dough to chill before rolling them out. I used these for my daughters preschool Halloween party.  Great recipe I'll have to use it again for Christmas.","2002-11-10T05:48:41Z","2002-11-10T05:48:41Z",""
"260","405","41","Derf2440","5","Made this for supper yesterday for DH, he loved it! can't beat the combination of cinnamon and apples.
Lovely cake, I cut it in half and put half in the freezer.
Thanks for sharing Leta!","2002-11-11T18:24:46Z","2002-11-11T18:24:46Z",""
"261","12","645","Jill77","5","BF and I both think ""Lime"" should be in the title of this recipe. What wonderful flavor the fresh lime juice adds. I marinated all night as suggested and baked (not grilled as the others had.) Wonderful dish! Followed directions exactly. Served with garlic green beans and some cheesy potatoes.","2002-11-12T06:29:03Z","2002-11-12T06:29:03Z",""
"262","121","888","Miss Tess","5","This was great!  Had it on BBQ london broil that marinated overnight and . . WOW! Will try this on chicken next time. Thanks again.","2002-11-14T12:37:50Z","2002-11-14T12:37:50Z",""
"263","396","175","RecipeNut","5","This was delicious! So easy to make I didn't change a thing! Had this with a green salad. Its a keeper in this house ; )  Thank You Lorac","2002-11-14T17:50:51Z","2002-11-14T17:50:51Z",""
"264","413","447","Braunda","5","Yet a another 5 Star for this one. I added lettuce and Sour Cream. When I went to get the refried beans one can was gone. So I came to Zaar and got a recipe. Worked out wonderful. Thank You so very much for new and wonderful recipes.","2002-11-15T05:59:32Z","2002-11-15T05:59:32Z",""
"265","230","298","JustJanS","5","Thanks Sueie for a fantastic recipe. We used our mint from the garden, and a nice olive oil that Rise sent us in the food swap. Our potatoes cooked up quite dry, so it took a bit more oil than you said, and we used lots of freshly ground black pepper and salt.
this will be made again and again and........","2002-11-17T02:00:48Z","2002-11-17T02:00:48Z",""
"266","259","748","Barbk","5","I didn,t have pecans, so used almonds and they worked fine.I'm always looking for new ways to cook with tofu so thanks for the recipe","2002-11-18T10:59:56Z","2002-11-18T10:59:56Z",""
"267","196","434","Karen..","5","I used a half boneless ham (Kentucky Legend) so I scaled the recipe to 6 servings.  This gave the ham a delicious flavor.  Not overly anything, just good!  After I sliced some of the ham down, I laid it in the juices and it was just perfect.  Thanks Inez, for another winner!  P.S. I followed the recipe exact, I figured it was supposed to be on the thin side.  It did not sound like a glaze to me, but more like a basting sauce...I did baste with it frequently during baking.","2002-11-18T15:47:37Z","2002-11-18T15:47:37Z","""6510"""
"268","371","684","Blueberry","3","   I liked this because it used ingredients I had on hand.  Very easy. But I had to add a lot more spice than called for, and it still seemed to be missing something.","2002-11-20T05:01:12Z","2002-11-20T05:01:12Z",""
"269","220","390","BogeysMom","5","A wonderful icing. It was so simple to make and what I really loved was the quantity.  Next time, I'll split my cake layers and make 6 because there's plenty to use for filling and I love thin layers in my cakes.  So often, though, an icing recipe just doesn't yield enough to accomplish this.  Thanks for posting.","2002-11-21T10:11:51Z","2002-11-21T10:11:51Z","""6513"""
"270","176","642","Gail Blue Eyes","5","We like muffins and I make them fairly often so I am always looking for a good recipe. We loved your muffins. Our breakfast table was nice and cozy and these muffins really hit the spot with a mug of hot coffee. ","2002-11-21T14:20:46Z","2002-11-21T14:20:46Z",""
"271","400","436","Sharon123","5","I really meant to marinate the chicken breasts before I left for work this morning, but I forgot. Sooooo...when I got home I basted the chicken with the marinade while I broiled, then poured the drippings over the chicken and served. Yumdiddlyicious! Thanks for a great recipe!","2002-11-21T17:33:46Z","2002-11-21T17:33:46Z",""
"272","413","340","Kate in Ontario","5","My family loves Mexican and this recipe was enjoyed by all-wouldn't change a thing! It was very simple to prepare and ready in no time.  A great meal to put together after work-almost as fast as take-out but much tastier.  Thanks again, Inez!","2002-11-23T11:22:17Z","2002-11-23T11:22:17Z",""
"273","121","254","Janet W","5","The other night I made this marinade and put the chicken in a ziploc bag and when I came home for work I put them on the grill and was very impressed..This is a great marinade...Thanks for posting :)","2002-11-25T16:59:15Z","2002-11-25T16:59:15Z",""
"274","111","866","BRAIDY","4","I'm not one to make very good crust and this was excellent.  I made for a family dinner and was asked to make it again a week later. It was so smooth and creamy. Definitely a new family recipes.","2002-11-27T08:17:47Z","2002-11-27T08:17:47Z",""
"275","12","354","kitina","5","This really was yummy, and made the house smell really good! I did thicken up the juices a little bit at the end and pour it over some baby potatoes.","2002-11-28T09:33:52Z","2002-11-28T09:33:52Z",""
"276","389","912","zody640","0","Are you sure about the relative quantities in the recipe?  1/4 pound liver feeds 6 people?  1.4 pound liver needs 3 cups of breadcrumbs for breading?  That means I need 8 eggs and 12 cups of breadcrumbs to prepare only 1 pound of liver ... seems WAY out of whack. [Editor's Note: recipe was updated as a result of these comments 12/19/02]","2002-11-29T10:22:42Z","2002-11-29T10:22:42Z","""8822"""
"277","399","494","Lizzie-Babette","4","Very good candy!  I think I had too many peppermint candies for the amount of chocolate, because it was very chunky, at least one batch.  I could only find peppermint sticks and the buttery after dinner mints at my local store, so I made one batch with the peppermint, and the other with the after dinner mints, and I have to say, I liked the one with the after dinner mints the best.  Both batches had a very nice flavor if you like chocolate and mint together, which I do, a lot.  It would make a festive addition to a gift basket - very pretty candy.  Thanks for a really nice recipe!","2002-11-30T21:53:45Z","2002-11-30T21:53:45Z",""
"278","173","425","Marla in California","5","These are really delicious brownies.  I followed the recipe exactly, however, I think my oven must need some adjusting as they were still doughy after baking for for at least 40 minutes.  Chewy is one thing, these were raw, but the flavor was a 10+ and I'm sure that I will try them again.","2002-11-30T23:29:04Z","2002-11-30T23:29:04Z",""
"279","428","802","KitchenManiac","0","Hi to answer some reader's question, yes you can try baking them instead of grilling.  It's still good. :) ","2002-12-03T00:47:46Z","2002-12-03T00:47:46Z",""
"280","92","738","kass5995","5","Delicious and a hit with the hubby!!  ","2002-12-03T09:51:59Z","2002-12-03T09:51:59Z",""
"281","246","702","lisar","5","I made this soup last night for the family and the flavor was so great! The only problem that I had was the noodles. I don't think I soaked them along enough, they were still a little tough, but I will work on that next time. I would love to have this soup when I am feeling sick as well, it just was a nice ""feel good"" soup! The whole family really enjoyed it. Thanks!","2002-12-06T06:17:42Z","2002-12-06T06:17:42Z",""
"282","321","271","yooper","4","I made these last Sunday at a friends house.  Used a large stainless steel pot to melt the marshmallows and the butter.  Big mistake!  You need teflon coated nonstick surface.  It was hell trying to get the stuff out of the pot to form the clusters.  You really need to work fast once you add the corn flakes!  I only ended up with about 15 clusters.  They did look very festive and they tasted wonderful!","2002-12-06T17:59:45Z","2002-12-06T17:59:45Z",""
"283","376","699","PetsRus","5","Loved this pork dish, made it using the grill pan on the top of the stove and it turned out fine. The only thing I did not use according to the recipe was the seasoned rice vinegar. Did not know or I had to add salt and pepper to it, I used just the plain rice vinegar.","2002-12-09T00:49:06Z","2002-12-09T00:49:06Z",""
"284","382","930","Jewel Goodwin","5","This was fantastic! I had never roasted a chicken before, and this was really can't-go-wrong...sooooo moist and tasty!! I threw a couple of potatoes in the pot to soak up the butter and juices, and that saved having to make rice...the potatoes also soaked up the sage flavour. Very good. I always thought it would be hard to roast a chicken, but this was easy and fast! Thanx ever so much :)
","2003-03-02T14:02:35Z","2003-03-02T14:02:35Z",""
"285","437","50","Charishma_Ramchanda","5","I made this as a part of our lunch this afternoon and we enjoyed it chilled. I loved it! I omitted the raisins. I had some of it all by itself and then added some cooked white rice and a little yogurt, mixed it all, and had it as the main course too! My mom prefers not to have walnuts in it, and my dad, suggested to reduce the quantity of orange juice to 1/4 cup. The funny expression on his face when he had the first spoon made me feel like I had served it to a nasty little boy. LOL. Dad is very honest with his reviews to all that I try:)
Personally, I love it as it is.
","2002-12-10T04:44:19Z","2002-12-10T04:44:19Z","""7517"""
"286","399","293","stacylu","4","Love the taste of this but I'm going to recommend adding some basic proportions for this recipe as a guide. I used a bag (12oz) of peppermint candy and a package of white chocolate bark (also 12oz I believe). I put half the peppermints in my food processor and made peppermint dust and left the other half in small chunks. Looks great too!","2002-12-10T10:28:51Z","2002-12-10T10:28:51Z",""
"287","413","536","Laudee","5","And, may I add my praises for this tasty little casserole!  By gosh, it's just plain good.  Goes together quick and bakes in no time at all.  Had mix left over and bet it makes dandy burritos for another night!
You've done it again, Inez!
Thanks for sharing.
Laudee C.","2002-12-11T19:36:08Z","2002-12-11T19:36:08Z",""
"288","403","663","BothFex","5","Kicked off a Zaar meal with this appetizer.  I used Frank's brand hot sauce and the sauce was great- though I might try adding a bit more vinegar next time and maybe a pinch of cayenne, but that's just a personal taste thing (love that kick).  I also had heard that you could just bake the chicken wings in the sauce and they would be lower in fat and just as good that way.... WRONG!  I went back and ended up frying them all- much better.  Everyone loved 'em- I'll definately be making these again.  And for buffalo wings addicts like us- that's high praise. ;-)","2002-12-13T09:17:10Z","2002-12-13T09:17:10Z",""
"289","310","648","June8715","4","This was a hit with friends at a Christmas gathering this weekend!Made according to directions and results were superb. Was easy to make and the almonds made for a beautiful cake.  I will keep this recipe to make for potlucks during the holidays!","2002-12-15T13:34:08Z","2002-12-15T13:34:08Z",""
"290","436","699","PetsRus","5","This was our potato side dish we had with the Sunday roast chicken, I halved the recipe but not the onion amount, it worked.It made a nice change to our regular roast potatoes, richer but a real treat and will make this again! Thanks for posting.","2002-12-16T04:42:04Z","2002-12-16T04:42:04Z",""
"291","418","41","Derf2440","5","Nummmmy Biscuits Sharlene!!
I used all allpurpose flour, didn't have any cake flour, and had no unsulted butter, so left the salt out. Wonderful flaky inside, crisp outside biscuits!! A perfect match with our stew tonight, thanks for sharing! This one is in my hard copy.","2002-12-16T18:19:52Z","2002-12-16T18:19:52Z",""
"292","123","525","Conan Lloyd","5","This is one tasty dish!!  We made it the secone time with Lime juice instead of lemon and it wasn't nearly as good.  Stick with the lemon.  This has become a weekend staple around my house.","2002-12-17T07:31:37Z","2002-12-17T07:31:37Z",""
"293","414","925","Cosmicwench","5","I used ziti because it's my favorite. The sauce is too yummy for words and the color of this dish is delightful. Served with hot French bread...a great meal.","2002-12-18T08:58:18Z","2002-12-18T08:58:18Z","""8153"""
"294","92","883","Food4Pooh","5","Made these last night for Christmas gifts and they are totally awesome. I cooked them a little longer than suggested and used the new Reynolds non stick aluminum foil and it worked pretty well. Nice crunch and flavor....will definitely make many times!!","2002-12-18T11:06:25Z","2002-12-18T11:06:25Z",""
